

 247: 45.329166, 52.939148 avg loss, 0.000004 rate, 3.407801 seconds, 15808 images, 28.949239 hours left

 248: 49.146282, 52.559860 avg loss, 0.000004 rate, 3.449075 seconds, 15872 images, 28.884725 hours left

 249: 45.122883, 51.816162 avg loss, 0.000004 rate, 3.981972 seconds, 15936 images, 28.823535 hours left

 250: 51.084503, 51.742996 avg loss, 0.000004 rate, 3.477095 seconds, 16000 images, 28.798945 hours left

 251: 52.540630, 51.822762 avg loss, 0.000004 rate, 4.566007 seconds, 16064 images, 28.740447 hours left

 252: 55.350395, 52.175526 avg loss, 0.000004 rate, 4.333962 seconds, 16128 images, 28.754422 hours left

